utterance,intent,style
wifi on khemne hoy,turn_on_wifi,noisy_augmented
file kemon kore pathai,send_file_whatsapp,noisy_augmented
টাকা পাঠাও,send_money_bkash,command
naam diye khojbo,find_contact,banglish
mobile data on korbo kemne,turn_on_mobile_data,noisy_augmented
নাম দিয়ে নম্বর সেভ করবো,save_contact,standard
মোবাইল নেট,turn_on_mobile_data,broken
top up bkash e,recharge_mobile_bkash,banglish
ইন্টারনেট কাজ করছে না,turn_on_mobile_data,standard
bkash e taka fadamu,send_money_bkash,noisy_augmented
connect wayfi korbo,turn_on_wifi,noisy_augmented
bkash mobile top up,recharge_mobile_bkash,broken
waiphy band,turn_on_wifi,noisy_augmented
recharge bikash teka,recharge_mobile_bkash,noisy_augmented
upload file whatsapp,send_file_whatsapp,broken
ওয়াইফাই,turn_on_wifi,broken
net khemne chalabo,turn_on_mobile_data,noisy
noya contect banabo,save_contact,noisy_augmented
file attach korbo ki kore,send_file_whatsapp,banglish
mobile recharge bikash e,recharge_mobile_bkash,noisy_augmented
টাকা গেলো না বিকাশে,send_money_bkash,question
teha diye recharge hobe,recharge_mobile_bkash,noisy
bkash e sim recharge kemne,recharge_mobile_bkash,noisy
bkash richarge korte chai,recharge_mobile_bkash,noisy_augmented
নতুন অ্যাপ কোথায় পাই,download_app,question
wifi kemne connect hoy,turn_on_wifi,noisy
app dounload korbo kivabe,download_app,noisy_augmented
call korbo messenger kivabe,call_messenger,banglish
wifi switch on kori ki kore,turn_on_wifi,banglish
recharge bkash,recharge_mobile_bkash,broken
numbor ta rakhte chai,save_contact,noisy_augmented
app ta instol koro,download_app,noisy_augmented
internet kiram chalabo,turn_on_mobile_data,noisy_augmented
ইন্টারনেট চালু করতে চাই,turn_on_mobile_data,standard
messenger audio call kemne,call_messenger,noisy
wifi setting dekhao,turn_on_wifi,banglish
whatsapp e kagoj fadamu,send_file_whatsapp,noisy_augmented
fodu pathaite pari na,send_photo_whatsapp,noisy_augmented
call korbo messenger e khemne,call_messenger,noisy_augmented
wifi on korte parchhi na,turn_on_wifi,banglish
file ta fatao,send_file_whatsapp,noisy_augmented
messenjar dial korbo,call_messenger,noisy_augmented
whatsapp file kemne jai,send_file_whatsapp,noisy
contect e add kemne,save_contact,noisy_augmented
মেসেঞ্জার দিয়ে কথা বলবো,call_messenger,standard
app install khemne hobe,download_app,noisy_augmented
document send kori ki kore,send_file_whatsapp,banglish
bikash transfer kemne hoy,send_money_bkash,noisy_augmented
phone e karo numbor khoji,find_contact,noisy_augmented
contect find korbo ki kore,find_contact,noisy_augmented
mobile top up bikash kivabe,recharge_mobile_bkash,noisy_augmented
noya numbor rakha,save_contact,noisy_augmented
fodu fatao kemne,send_photo_whatsapp,noisy_augmented
messenger e call kiram dibo,call_messenger,noisy
data kemne on hobe,turn_on_mobile_data,noisy
messenjar kivabe call kori,call_messenger,noisy
phone book e nai,find_contact,broken
wayfi chalate chai,turn_on_wifi,noisy_augmented
taka e bkash,send_money_bkash,broken
bkash theke richarge kiram,recharge_mobile_bkash,noisy_augmented
teyha pathate parchhi na bkash e,send_money_bkash,noisy_augmented
play store app download kiram,download_app,noisy
messenger audio kemne,call_messenger,noisy
naam diye number khoji,find_contact,banglish
phonebook khujbo,find_contact,banglish
whatsapp e photo send korbo kemne,send_photo_whatsapp,noisy_augmented
teha pathao bkash,send_money_bkash,noisy
wayfi connection kemne pabo,turn_on_wifi,noisy_augmented
contect store korbo,save_contact,noisy_augmented
নতুন কন্টাক্ট বানাবো,save_contact,mixed
net kiram chalabo,turn_on_mobile_data,noisy
wayfi band,turn_on_wifi,noisy_augmented
dounload hocche na keno,download_app,noisy_augmented
টাকা পাঠাবো বিকাশে,send_money_bkash,standard
wayfi kiram on kori,turn_on_wifi,noisy_augmented
wifi on koro,turn_on_wifi,banglish
takha jabe bkash diye,send_money_bkash,noisy_augmented
messenger video call korbo,call_messenger,banglish
bkash payment korbo,send_money_bkash,banglish
whatsapp e document kemne jai,send_file_whatsapp,noisy_augmented
file cend korbo whatsapp e,send_file_whatsapp,noisy_augmented
ইন্টারনেট নেই,turn_on_mobile_data,broken
