utterance,intent,style
ছবি ta pathaite chai,send_photo_whatsapp,noisy
ফাইল send korbo wattsap e,send_file_whatsapp,noisy_augmented
টাকা sesh recharge দাও,recharge_mobile_bkash,banglish
messanger কল hocche na,call_messenger,noisy_augmented
contect list e add kori ki kore,save_contact,noisy_augmented
play store অ্যাপ dounload কিরাম,download_app,noisy_augmented
bicas diye recharge korbo,recharge_mobile_bkash,noisy_augmented
অ্যাপ কেমনে namabo,download_app,noisy
বিকাশ richarge niyom,recharge_mobile_bkash,noisy_augmented
save contect kori ki kore,save_contact,noisy_augmented
ফাইল attach কেমনে hoy,send_file_whatsapp,noisy
ডাউনলোড হচ্ছে না কেন,download_app,question
ডেটা নেই কেন,turn_on_mobile_data,question
ছবি pathaite hobe,send_photo_whatsapp,banglish
messenjar e ring দাও,call_messenger,noisy
অ্যাপ ইনস্টল korte chai,download_app,banglish
টেহা sesh recharge দাও,recharge_mobile_bkash,noisy_augmented
টাখা diye richarge কিরাম kori,recharge_mobile_bkash,noisy_augmented
numbor কিভাবে store kori,save_contact,noisy
নাম্বার list dekhao,find_contact,banglish
lombor store কিরাম,save_contact,noisy
টাকা transfer bicas,send_money_bkash,noisy_augmented
অ্যাপ ta instol koro,download_app,noisy_augmented
বিকাশ e recharge dibo কিরাম,recharge_mobile_bkash,noisy_augmented
অ্যাপ dounload কেমনে hoy,download_app,noisy_augmented
ফাইল পাঠাতে চাই হোয়াটসঅ্যাপে,send_file_whatsapp,standard
ইনস্টল কেমনে hoy,download_app,noisy_augmented
messenjar ring কেমনে,call_messenger,noisy_augmented
top up বিকাশ e,recharge_mobile_bkash,noisy_augmented
bicas diye টাখা দিতে chai,send_money_bkash,noisy_augmented
মেসেঞ্জার ভিডিও,call_messenger,broken
messenjar খেমনে কল kori,call_messenger,noisy_augmented
contact find korbo ki kore,find_contact,banglish
lombor ta kothay gelo,find_contact,noisy_augmented
মোবাইল ডেটা চালু করবো কীভাবে,turn_on_mobile_data,standard
ছবি ফাটাবো wattsap diye,send_photo_whatsapp,noisy_augmented
facebook e কল dibo কিরাম,call_messenger,noisy_augmented
messenjar e kotha bolte chai,call_messenger,noisy_augmented
wayfi on korte parchhi na,turn_on_wifi,noisy_augmented
messenjar diye phone dibo,call_messenger,noisy_augmented
sim e teyha dibo বিকাশ,recharge_mobile_bkash,noisy_augmented
phonebook e contect khuji,find_contact,noisy_augmented
বিকাশ recharge কিরাম,recharge_mobile_bkash,noisy
অ্যাপ store kothay,download_app,banglish
ফটো ta ke fatao,send_photo_whatsapp,noisy_augmented
nambar phone e rakho,save_contact,noisy_augmented
বিকাশ richarge কেমনে hoy,recharge_mobile_bkash,noisy_augmented
contect khujbo কিভাবে,find_contact,noisy_augmented
contect banate chai,save_contact,noisy_augmented
বিকাশ diye টেকা dibo,send_money_bkash,noisy_augmented
হোয়াটসঅ্যাপ ছবি,send_photo_whatsapp,broken
ছবি ফাটাবো হোয়াটসঅ্যাপ e,send_photo_whatsapp,noisy
instol অ্যাপ কিরাম,download_app,noisy_augmented
ওয়াইফাই চালু করবো কীভাবে,turn_on_wifi,standard
contact khuja,find_contact,broken
অ্যাপ ডাউনলোড korbo কিভাবে,download_app,banglish
contact khujbo কিভাবে,find_contact,banglish
টেকা voro mobile e,recharge_mobile_bkash,noisy_augmented
টেকা e বিকাশ,send_money_bkash,noisy_augmented
wayfi network কেমনে pabo,turn_on_wifi,noisy_augmented
কল dibo messenger,call_messenger,banglish
কল messenger,call_messenger,broken
বিকাশ e recharge dibo কেমনে,recharge_mobile_bkash,noisy_augmented
টাকা দিতে chai বিকাশ,send_money_bkash,banglish
wayfi setting kothay,turn_on_wifi,noisy_augmented
নম্বর রাখার নিয়ম,save_contact,question
ফটো share korbo kemon kore,send_photo_whatsapp,banglish
বিকাশ e টেহা কেমনে পাঠাবো,send_money_bkash,noisy_augmented
হোয়াটসঅ্যাপ e ডকুমেন্ট কিভাবে jai,send_file_whatsapp,banglish
অ্যাপ instol korte chai,download_app,noisy_augmented
অ্যাপ ইনস্টল করো,download_app,command
ওয়াইফাই connection কেমনে pabo,turn_on_wifi,noisy
messanger e কল korbo,call_messenger,noisy_augmented
hoyatsap ডকুমেন্ট fatao,send_file_whatsapp,noisy_augmented
বিকাশ diye balance dibo,recharge_mobile_bkash,noisy_augmented
contect list e nai,find_contact,noisy_augmented
ওয়াইফাই on,turn_on_wifi,broken
waiphy chalao,turn_on_wifi,noisy
contect khujte hobe,find_contact,noisy_augmented
ছবি পাঠানো হবে কীভাবে,send_photo_whatsapp,question
connect waiphy korbo,turn_on_wifi,noisy_augmented
হোয়াটসঅ্যাপে ফাইল পাঠামু কীভাবে,send_file_whatsapp,noisy_augmented
নাম দিয়ে নম্বর খুঁজবো,find_contact,standard
ছবি pathai কেমনে,send_photo_whatsapp,noisy
mobile balance sesh,recharge_mobile_bkash,broken
recharge বিকাশ কিরাম,recharge_mobile_bkash,noisy_augmented
পিডিএফ ta pathao hoyatsap e,send_file_whatsapp,noisy_augmented
বিকাশ theke টেহা jabe,send_money_bkash,noisy_augmented
বিকাশ টাকা কিভাবে,send_money_bkash,broken
phonebook e nai,find_contact,broken
ডকুমেন্ট cend kori ki kore,send_file_whatsapp,noisy_augmented
বিকাশ টাকা cend কিরাম kori,send_money_bkash,noisy_augmented
contect e add কেমনে,save_contact,noisy_augmented
বিকাশ diye net recharge,recharge_mobile_bkash,banglish
contect ta gelo kothay,find_contact,noisy_augmented
ডকুমেন্ট কেমনে পাঠাবো,send_file_whatsapp,noisy
sim e টাকা nai richarge koro,recharge_mobile_bkash,noisy_augmented
messenjar audio কেমনে,call_messenger,noisy_augmented
naam diye নাম্বার save,save_contact,banglish
নাম্বার khujte pari na,find_contact,banglish
instol অ্যাপ কিরাম,download_app,noisy_augmented
send money বিকাশ খেমনে,send_money_bkash,noisy_augmented
messanger diye phone dibo,call_messenger,noisy_augmented
lombor add কেমনে,save_contact,noisy
waiphy band hoye gese,turn_on_wifi,noisy_augmented
ডেটা চালু হচ্ছে না,turn_on_mobile_data,broken
recharge nai sim e,recharge_mobile_bkash,broken
ওয়াইফাই chalate parchhi na,turn_on_wifi,banglish
net on kora hobe,turn_on_mobile_data,mixed
save button koi,save_contact,banglish
নাম্বার কোথায় আছে,find_contact,noisy_augmented
ইনস্টল অ্যাপ কিরাম,download_app,noisy
অ্যাপ খেমনে namai,download_app,noisy_augmented
messenjar কল দিতে chai,call_messenger,noisy_augmented
messenjar video কেমনে kori,call_messenger,noisy_augmented
facebook e কল dibo কিভাবে,call_messenger,banglish
অ্যাপ ইনস্টল কিরাম,download_app,noisy
বিকাশ mobile টেহা,recharge_mobile_bkash,noisy
ছবি কিভাবে cend hoy,send_photo_whatsapp,noisy_augmented
messenjar video কেমনে kori,call_messenger,noisy_augmented
টেহা transfer hobe বিকাশ e,send_money_bkash,noisy_augmented
ফাইল fatao কেমনে,send_file_whatsapp,noisy_augmented
ম্যাসেঞ্জারে ফোন করবো,call_messenger,standard
wayfi band,turn_on_wifi,noisy_augmented
ছবি send করবো,send_photo_whatsapp,mixed
কাউকে খুঁজছি ফোনবুকে,find_contact,standard
ছবি পাঠাতে চাই কাউকে,send_photo_whatsapp,standard
bicas টেকা pathaite chai,send_money_bkash,noisy_augmented
ফাইল ফাটাবো uatsap e কেমনে,send_file_whatsapp,noisy_augmented
hoyatsap e kagoj পাঠাবো,send_file_whatsapp,noisy_augmented
ওয়াইফাই cholche na,turn_on_wifi,banglish
বিকাশ theke recharge hoy ki,recharge_mobile_bkash,question
ডকুমেন্ট পাঠাবো হোয়াটসঅ্যাপে,send_file_whatsapp,standard
হোয়াটসঅ্যাপ ফাইল cend কিরাম,send_file_whatsapp,noisy_augmented
ওয়াইফাই on খেমনে hoy,turn_on_wifi,noisy_augmented
ফাইল kemon kore pathai,send_file_whatsapp,noisy_augmented
টাকা পাঠাও,send_money_bkash,command
naam diye khojbo,find_contact,banglish
mobile ডাটা on korbo কেমনে,turn_on_mobile_data,noisy_augmented
নাম দিয়ে নম্বর সেভ করবো,save_contact,standard
মোবাইল নেট,turn_on_mobile_data,broken
top up বিকাশ e,recharge_mobile_bkash,banglish
ইন্টারনেট কাজ করছে না,turn_on_mobile_data,standard
বিকাশ e টাকা ফাদামু,send_money_bkash,noisy_augmented
connect wayfi korbo,turn_on_wifi,noisy_augmented
বিকাশ mobile top up,recharge_mobile_bkash,broken
waiphy band,turn_on_wifi,noisy_augmented
recharge বিকাশ টেকা,recharge_mobile_bkash,noisy_augmented
upload ফাইল হোয়াটসঅ্যাপ,send_file_whatsapp,broken
ওয়াইফাই,turn_on_wifi,broken
net খেমনে chalabo,turn_on_mobile_data,noisy
noya contect banabo,save_contact,noisy_augmented
ফাইল attach korbo ki kore,send_file_whatsapp,banglish
mobile recharge বিকাশ e,recharge_mobile_bkash,noisy_augmented
টাকা গেলো না বিকাশে,send_money_bkash,question
টেহা diye recharge hobe,recharge_mobile_bkash,noisy
বিকাশ e sim recharge কেমনে,recharge_mobile_bkash,noisy
বিকাশ richarge korte chai,recharge_mobile_bkash,noisy_augmented
নতুন অ্যাপ কোথায় পাই,download_app,question
ওয়াইফাই কেমনে connect hoy,turn_on_wifi,noisy
অ্যাপ dounload korbo কিভাবে,download_app,noisy_augmented
কল korbo messenger কিভাবে,call_messenger,banglish
ওয়াইফাই switch on kori ki kore,turn_on_wifi,banglish
recharge বিকাশ,recharge_mobile_bkash,broken
numbor ta rakhte chai,save_contact,noisy_augmented
অ্যাপ ta instol koro,download_app,noisy_augmented
ইন্টারনেট কিরাম chalabo,turn_on_mobile_data,noisy_augmented
ইন্টারনেট চালু করতে চাই,turn_on_mobile_data,standard
messenger audio কল কেমনে,call_messenger,noisy
ওয়াইফাই setting dekhao,turn_on_wifi,banglish
হোয়াটসঅ্যাপ e kagoj ফাদামু,send_file_whatsapp,noisy_augmented
ছবি pathaite pari na,send_photo_whatsapp,noisy_augmented
কল korbo messenger e খেমনে,call_messenger,noisy_augmented
ওয়াইফাই on korte parchhi na,turn_on_wifi,banglish
ফাইল ta fatao,send_file_whatsapp,noisy_augmented
messenjar dial korbo,call_messenger,noisy_augmented
হোয়াটসঅ্যাপ ফাইল কেমনে jai,send_file_whatsapp,noisy
contect e add কেমনে,save_contact,noisy_augmented
মেসেঞ্জার দিয়ে কথা বলবো,call_messenger,standard
অ্যাপ ইনস্টল খেমনে hobe,download_app,noisy_augmented
ডকুমেন্ট send kori ki kore,send_file_whatsapp,banglish
বিকাশ transfer কেমনে hoy,send_money_bkash,noisy_augmented
phone e karo numbor khoji,find_contact,noisy_augmented
contect find korbo ki kore,find_contact,noisy_augmented
mobile top up বিকাশ কিভাবে,recharge_mobile_bkash,noisy_augmented
noya numbor rakha,save_contact,noisy_augmented
ছবি fatao কেমনে,send_photo_whatsapp,noisy_augmented
messenger e কল কিরাম dibo,call_messenger,noisy
ডাটা কেমনে on hobe,turn_on_mobile_data,noisy
messenjar কিভাবে কল kori,call_messenger,noisy
phone book e nai,find_contact,broken
wayfi chalate chai,turn_on_wifi,noisy_augmented
টাকা e বিকাশ,send_money_bkash,broken
বিকাশ theke richarge কিরাম,recharge_mobile_bkash,noisy_augmented
teyha pathate parchhi na বিকাশ e,send_money_bkash,noisy_augmented
play store অ্যাপ ডাউনলোড কিরাম,download_app,noisy
messenger audio কেমনে,call_messenger,noisy
naam diye নাম্বার khoji,find_contact,banglish
phonebook khujbo,find_contact,banglish
হোয়াটসঅ্যাপ e ফটো send korbo কেমনে,send_photo_whatsapp,noisy_augmented
টেহা pathao বিকাশ,send_money_bkash,noisy
wayfi connection কেমনে pabo,turn_on_wifi,noisy_augmented
contect store korbo,save_contact,noisy_augmented
নতুন কন্টাক্ট বানাবো,save_contact,mixed
net কিরাম chalabo,turn_on_mobile_data,noisy
wayfi band,turn_on_wifi,noisy_augmented
dounload hocche na keno,download_app,noisy_augmented
টাকা পাঠাবো বিকাশে,send_money_bkash,standard
wayfi কিরাম on kori,turn_on_wifi,noisy_augmented
ওয়াইফাই on koro,turn_on_wifi,banglish
টাখা jabe বিকাশ diye,send_money_bkash,noisy_augmented
messenger video কল korbo,call_messenger,banglish
বিকাশ payment korbo,send_money_bkash,banglish
হোয়াটসঅ্যাপ e ডকুমেন্ট কেমনে jai,send_file_whatsapp,noisy_augmented
ফাইল cend korbo হোয়াটসঅ্যাপ e,send_file_whatsapp,noisy_augmented
ইন্টারনেট নেই,turn_on_mobile_data,broken
