utterance,intent
ফাইল  সেন্ড  করিমু ওয়াটসঅ্যাপ   এ,send_file_whatsapp
ছবিটা দিয়ে দাও,send_photo_whatsapp
ওয়াটসঅ্যাপ   এ ফাইল  পাটামু,send_file_whatsapp
বিকাশ দিয়ে রিচার্জ দাও,recharge_mobile_bkash
টেখা গেলো না কেন বিকাশে,send_money_bkash
মেসেঞ্জারে কল করবো খেমতে,call_messenger
ছবি যাচ্ছে না কেন,send_photo_whatsapp
ছবি দাও,send_photo_whatsapp
মেসেনজারে কথা বলতে চামু,call_messenger
অ্যাপ কীভাবে নামানো যায়,download_app
টাকা পাঠাও,send_money_bkash
বিকাসে টাকা ফাটানো শিখাও,send_money_bkash
মেসেঞ্জার রিং দাও,call_messenger
ফডু পাডাতে কী করতে হয়,send_photo_whatsapp
মোবাইলে টেহা কীভাবে ভরি,recharge_mobile_bkash
টেখা ট্রান্সফার   করবো বিকাশ   এ,send_money_bkash
নাম্বর সেভ,save_contact
router এ কানেক্ট করবো কীভাবে,turn_on_wifi
নাম্বর সেভ করো,save_contact
ওয়াইফাই  network কোথায়,turn_on_wifi
ডাউনলোড হইতেছে না কেন,download_app
ফোনে অ্যাপ কোথায় পামু,download_app
ফাইল পাঠানো কীভাবে হয় হোয়াটসঅ্যাপে,send_file_whatsapp
হোয়াটস্যাপ ফাইল,send_file_whatsapp
ছবি পাডাতে পারছি না,send_photo_whatsapp
ইন্টারনেট খেমনে চালু হবে,turn_on_mobile_data
নাম্বার কোথায় রাখি,save_contact
নাম্বার কোথায় থাকে ফোনে,find_contact
নাম্বার খেমতে সেভ হয়,save_contact
চবিটা,send_photo_whatsapp
মেসেন্জারে দিয়ে ফোন দিতাম চামু,call_messenger
ফোনে নাম্বর রাখো,save_contact
ফটো   পাঠাও হোয়াটস্যাপে,send_photo_whatsapp
টাহা পাঠাতে পারছি না বিকাশে,send_money_bkash
লামবার কিরাম সেভ হয়,save_contact
বিকাশ টাকা ফাটানো,send_money_bkash
ফটো   upload করিমু ওয়াটসঅ্যাপ   এ,send_photo_whatsapp
ওয়াইফাই খেমতে পাওয়া যায়,turn_on_wifi
কন্টাক্ট কেমবে বের করি,find_contact
ডকুমেন্ট পাঠানো হচ্ছে না,send_file_whatsapp
টাহা বিকাশ,send_money_bkash
fb call,call_messenger
রিচার্জ করতে পারছি না,recharge_mobile_bkash
হোয়াটসঅ্যাপে সবি দেমু কেমনে,send_photo_whatsapp
মোবাইলে টাকা ভরো,recharge_mobile_bkash
ওয়াইফাই অন হচ্ছে না,turn_on_wifi
মেসেন্জার কল,call_messenger
ওয়াইফাই  setting দেখাও,turn_on_wifi
বিকাশ দিয়ে মোবাইলে টেকা দেবো,recharge_mobile_bkash
ওয়াইফাই কীভাবে চালু করি,turn_on_wifi
ফোনে নামবার রাখবো,save_contact
ডেটা কেমনে চালু করি,turn_on_mobile_data
অ্যাপ খেমতে নামানো যায়,download_app
লামবার পাচ্ছি না কেন,find_contact
নতুন কন্টাগ বানাও,save_contact
বিকাশ থেকে রিচাজ হয় কীভাবে,recharge_mobile_bkash
বিকাশে টেখা পাঠানো হয় কীভাবে,send_money_bkash
খেমনে বিকাসে রিচার্জ দেওয়া যায়,recharge_mobile_bkash
ছবি পাঠাতে পারছি না,send_photo_whatsapp
মেসেঞ্জারে ভিডিও কল করতে চাই,call_messenger
বিকাশ   payment করবো,send_money_bkash
অ্যাপ  ডাউনলোড  করবো কেমনে,download_app
বিকাশে টাকা পাঠানোর বাটন কোথায়,send_money_bkash
ফটো   সেন্ড  করিমু কেমবে,send_photo_whatsapp
কিরাম নাম্বার খোঁজা যায়,find_contact
বিগাসে ফাটাও,send_money_bkash
রিচাজ হইতেছে না কেন,recharge_mobile_bkash
কন্টাক্ট   কেমবে খুঁজি,find_contact
নেট band হয়ে গেছে,turn_on_mobile_data
চবি দাও,send_photo_whatsapp
রিচার্জ হচ্ছে না কেন,recharge_mobile_bkash
ডকুমেন্ট ফাটানো হচ্ছে না,send_file_whatsapp
router এ কানেক্ট করিমু কেমনে,turn_on_wifi
এই চবিটা হোয়াটসঅ্যাপে ফাটাও,send_photo_whatsapp
টাহা গেলো না কেন বিকাশে,send_money_bkash
কন্টাক্ট   সেভ করতে চাই,save_contact
হোয়াটসঅ্যাপে ছবি কীভাবে পাঠাবো,send_photo_whatsapp
বিকাশ রিসার্জ,recharge_mobile_bkash
কনটাক সেভ করতে চাই,save_contact
বিগাসে রিচার্জ দিতাম চাই,recharge_mobile_bkash
খেমনে বিকাশে রিচার্জ দেওয়া যায়,recharge_mobile_bkash
কন্টাগ খুঁজতে লাগে,find_contact
সিম এ নেট নেই কেমনে দেবো,turn_on_mobile_data
নাম্বার সেভ করো,save_contact
মোবাইলে ব্যালেন্স নেই বিগাসে দাও,recharge_mobile_bkash
কাগজটা ফাটাও,send_file_whatsapp
ওয়াইফাই সংযোগ হইতেছে না,turn_on_wifi
ডেটা চালু হচ্ছে না,turn_on_mobile_data
হোয়াটসঅ্যাপে ফাইল পাঠাবো কীভাবে,send_file_whatsapp
ফাইল শেয়ার করিমু হোয়াটসঅ্যাপে,send_file_whatsapp
বিকাশ   payment হরবো,send_money_bkash
নামবার কীভাবে সেভ হয়,save_contact
বিকাশ দিয়ে রিচার্জ কেমবে করে,recharge_mobile_bkash
মোবাইলে ব্যালেন্স নেই বিকাশে দাও,recharge_mobile_bkash
নাম্বার নেই,find_contact
সবি পাঠানো কি সম্ভব,send_photo_whatsapp
ফোডো পাঠাও তো,send_photo_whatsapp
মেসেঞ্জার কল দেখাও,call_messenger
ছবি পাঠানো কি সম্ভব,send_photo_whatsapp
বিগাসে টাকা ফাটানো হয় কীভাবে,send_money_bkash
হোয়াটসঅ্যাপ ফোডো,send_photo_whatsapp
টাকা কত পাঠাবো বিগাসে,send_money_bkash
ফেসবুক দিয়ে কল হরবো,call_messenger
বিকাশ দিয়ে টাকা ফাটাতে চাই,send_money_bkash
ওয়াটসঅ্যাপ   ডকুমেন্ট  ,send_file_whatsapp
কীভাবে নাম্বার খোঁজা যায়,find_contact
ইন্টারনেড খেমতে পাওয়া যায়,turn_on_mobile_data
টাকা ট্রান্সফার   করমু বিকাশ   এ,send_money_bkash
নাম দিয়ে নামবার খুঁজবো,find_contact
অ্যাপ কীভাবে পাই,download_app
ওয়াইফাই কিরাম পাওয়া যায়,turn_on_wifi
নতুন অ্যাপ  নামাতে চাই,download_app
কেমবে মেসেন্জারে কথা বলা যায়,call_messenger
খেমনে ফডু পাডাই হোয়াটসঅ্যাপে,send_photo_whatsapp
internet চালু করো,turn_on_mobile_data
মোবাইলে টেখা ভরতে চামু বিকাশ দিয়ে,recharge_mobile_bkash
মেসেঞ্জারে ফোন দিতে চাই,call_messenger
টাকা পাঠাতে পারছি না বিকাশে,send_money_bkash
বিকাশ   দিয়ে টাকা ফাটাতে চাই,send_money_bkash
কন্টাক্ট   list দেখাও,find_contact
টেখা ট্রান্সফার   করার নিয়ম বিকাশ   এ,send_money_bkash
অ্যাপ ডাউনলোড করমু কেমনে,download_app
ইন্টারনেট সংযোগ করো,turn_on_mobile_data
ওয়াইফাই switch অন করো,turn_on_wifi
ডকুমেন্ট ফাটাতে কী করতে হয়,send_file_whatsapp
বিকাশে রিসার্জ হয় কীভাবে,recharge_mobile_bkash
ছবি পাঠানোর নিয়ম কী,send_photo_whatsapp
নতুন কন্টাগ,save_contact
বিকাশ থেকে রিচাজ হয় খেমনে,recharge_mobile_bkash
কারো নাম্বার খুঁজছি,find_contact
কল দিতে পারতেছি না মেসেন্জারে,call_messenger
কল যাইছে না মেসেঞ্জারে,call_messenger
ফোডো,send_photo_whatsapp
হোয়াটসঅ্যাপে ফাইল ফাটাবো খেমতে,send_file_whatsapp
প্লে স্টোর থেকে নামাও,download_app
মেসেঞ্জারে অডিও কল কিরাম,call_messenger
কন্টাক্ট   ফাইন্‌ড্‌   করতে পারছিনা না,find_contact
হোয়াটসঅ্যাপ এ ছবি ফাটাতে চাই,send_photo_whatsapp
বিকাশ দিয়ে রিচাজ দাও,recharge_mobile_bkash
মেসেঞ্জারে কল করিমু খেমতে,call_messenger
ফডু কীভাবে পাঠাই,send_photo_whatsapp
বিকাশ   এ টেখা দিতে চাই,send_money_bkash
বিগাসে টেহা পাঠাবো,send_money_bkash
google play থেকে অ্যাপ  চামু,download_app
রিসার্জ করতে পারতেছি না,recharge_mobile_bkash
বিকাশ টাহা,send_money_bkash
বিকাশ থেকে রিসার্জ হয় কেমবে,recharge_mobile_bkash
ওয়াটসঅ্যাপ এ সবি ফাটাতে চাই,send_photo_whatsapp
ফাইল  সেন্ড  করবো ওয়াটসঅ্যাপ   এ,send_file_whatsapp
বিকাশ   top up কিরাম,recharge_mobile_bkash
ফেসবুকে কল করবো,call_messenger
ওয়াইফাই  কানেক্ট করো,turn_on_wifi
হোয়াটসঅ্যাপ চবি ফাটাও,send_photo_whatsapp
কন্টাক্ট কীভাবে খুঁজি,find_contact
মেসেন্জারে audio call কীভাবে,call_messenger
বিকাশ দিয়ে টেকা পাঠানো যায় কিরাম,send_money_bkash
ইন্টারনেড খেমনে চালু হবে,turn_on_mobile_data
নাম দিয়ে লামবার সেভ করিমু,save_contact
অ্যাপ  ডাউনলোড  করবো কীভাবে,download_app
অ্যাপ ইনস্টল করার নিয়ম,download_app
বিকাশ থেকে রিচার্জ হয় কেমবে,recharge_mobile_bkash
বিকাশ টাহা ফাটানো,send_money_bkash
প্লে স্টোর,download_app
ডেটা চালু হইতেছে না,turn_on_mobile_data
অ্যাপ ইনস্টল করো,download_app
নতুন কন্টাগ যোগ করো,save_contact
বিকাসে টেখা ফাটানো শিখাও,send_money_bkash
ওয়াইফাই  অন করতে চামু,turn_on_wifi
টাহা ফাটাও,send_money_bkash
প্লে স্টোর খেমনে যাই,download_app
ফডু দিতে চামু কাউকে,send_photo_whatsapp
ফাইল,send_file_whatsapp
টেখা পাঠাও,send_money_bkash
ওয়াইফাই চালু,turn_on_wifi
কনটাক সেভ করতে চামু,save_contact
নামবার কোথায় আছে,find_contact
ছবি শেয়ার করো,send_photo_whatsapp
চবি সেন্ড  করো,send_photo_whatsapp
বিগাসে টেখা পাঠানো হয় কিরাম,send_money_bkash
বিকাশ দিয়ে টেহা পাঠাতে চাই,send_money_bkash
অ্যাপ  ডাউনলোড  করিমু খেমনে,download_app
লম্বর রাখার উপায় কী,save_contact
বিগাসে রিচার্জ করার বাটন কোথায়,recharge_mobile_bkash
নেট দাও,turn_on_mobile_data
ওয়াইফাই কখন আসবে,turn_on_wifi
নতুন লম্বর লিখে রাখো,save_contact
ফাইল পাডাতে চাই হোয়াটসঅ্যাপে,send_file_whatsapp
router এ কানেক্ট হরবো কেমবে,turn_on_wifi
ফাইল ফাটানো কিরাম হয় হোয়াটসঅ্যাপে,send_file_whatsapp
মোবাইলে টাকা নেই,recharge_mobile_bkash
বিকাশ   দিয়ে টাহা ফাটাতে চাই,send_money_bkash
facebook মেসেন্জারে এ call দেমু,call_messenger
টাহা কত ফাডামু বিকাশে,send_money_bkash
রিচাজ দরকার,recharge_mobile_bkash
ওয়াইফাই  switch অন করো,turn_on_wifi
ওয়াটসঅ্যাপ   এ ফাইল  সেন্ড  হইছে না,send_file_whatsapp
হোয়াটসঅ্যাপ ফোডো পাঠাও,send_photo_whatsapp
প্লে স্টোর কেমনে যাই,download_app
টাকা খেমনে পাঠাই বিকাশে,send_money_bkash
বিকাশ দিয়ে রিচার্জ কিরাম করে,recharge_mobile_bkash
ফাইল যাইতেছে না কেন,send_file_whatsapp
বিকাশ   থেকে রিচার্জ  হয় কেমনে,recharge_mobile_bkash
অ্যাপ,download_app
ওয়াটসঅ্যাপ   এ ফটো   share করো,send_photo_whatsapp
ওয়াটসঅ্যাপে ছবি দেবো কেমবে,send_photo_whatsapp
নামবার কীভাবে সেভ করি,save_contact
ফডু ফাটানো দেখাও,send_photo_whatsapp
ইন্টারনেড চালু করতে চামু,turn_on_mobile_data
সিম এ রিচাজ দেবো বিকাশ থেকে,recharge_mobile_bkash
router এ কানেক্ট করমু কীভাবে,turn_on_wifi
ওয়াইফাই দিয়ে ইন্টারনেট চালাবো,turn_on_wifi
ফোন book এ নাম্বার নেই,find_contact
লম্বর পাচ্ছি না কেন,find_contact
বিকাশ টাকা,send_money_bkash
ওয়াটসঅ্যাপ   এ ফাইল  সেন্ড  হচ্ছে না,send_file_whatsapp
অ্যাপ নামাও,download_app
টাকা ট্রান্সফার   করার নিয়ম বিকাশ   এ,send_money_bkash
কন্টাক্ট   add করিমু কেমনে,save_contact
নাম দিয়ে নাম্বার সেভ করিমু,save_contact
বিকাশ   দিয়ে মোবাইল রিচার্জ  হরবো,recharge_mobile_bkash
বিকাশ   top up কীভাবে,recharge_mobile_bkash
ফাইল গেলো না,send_file_whatsapp
ফোডো যাচ্ছে না কেন,send_photo_whatsapp
কনটাক লিস্ট দেখাও,find_contact
মোবাইলের ডেটা চালু করবো কীভাবে,turn_on_mobile_data
বিগাসে টাকা দিতাম চাই,send_money_bkash
ইন্টারনেট চালু করতে চামু,turn_on_mobile_data
নাম্বার দেখতে চাই ফোনে,find_contact
ডকুমেন্ট কীভাবে পাটামু,send_file_whatsapp
বিকাশ দিয়ে মোবাইলে টেখা দেমু,recharge_mobile_bkash
নাম্বার খুঁজে পাচ্ছি না,find_contact
কীভাবে মেসেঞ্জারে কথা বলা যায়,call_messenger
ডেটা চালু হইছে না,turn_on_mobile_data
কন্টাক্ট খুঁজতে লাগে,find_contact
অ্যাপ  ডাউনলোড  হইতেছে না,download_app
অ্যাপ ডাউনলোড করবো কীভাবে,download_app
বিকাশ থেকে টাকা পাটামু,send_money_bkash
কোথায় পাবো নতুন অ্যাপ,download_app
ডকুমেন্ট   পাঠাবো ওয়াটসঅ্যাপ   এ,send_file_whatsapp
বিকাশ   সেন্ড  মানি   কেমনে,send_money_bkash
নেট বন্ধ,turn_on_mobile_data
ফটো   সেন্ড  করিমু কিরাম,send_photo_whatsapp
মেসেঞ্জারে কথা বলতে চামু,call_messenger
কন্টাক্ট খেমতে বের করি,find_contact
কাগজ ফাটানো শেখাও ওয়াটসঅ্যাপে,send_file_whatsapp
নাম্বার সেভ হরবো কেমবে,save_contact
ওয়াইফাই সংযোগ করতে চাই,turn_on_wifi
অ্যাপ ইনস্টল হচ্ছে না কেন,download_app
রিসার্জ হইতেছে না কেন,recharge_mobile_bkash
মোবাইল টাহা শেষ রিসার্জ দাও,recharge_mobile_bkash
এই ছবি কীভাবে পাঠাবো বুঝছি না,send_photo_whatsapp
কন্টাক্ট   ফাইন্‌ড্‌   করতে পারতেছি না,find_contact
ডকুমেন্ট পাঠাও,send_file_whatsapp
এই ফোডোটা পাঠিয়ে দিন,send_photo_whatsapp
বিকাশ   এ টেহা দিতাম লাগে,send_money_bkash
ফোনে লামবার রাখবো,save_contact
টাকা পাঠাও বিকাশ  ,send_money_bkash
ডকুমেন্ট ফাটাও এখনই,send_file_whatsapp
বিকাশ   এ payment হইছে না,send_money_bkash
টাকা পাঠাতে পারছি না বিগাসে,send_money_bkash
ওয়াটসঅ্যাপে কাগজ পাটামু,send_file_whatsapp
বিকাশে টাকা দেওয়ার নিয়ম কী,send_money_bkash
ওয়াটসঅ্যাপ   এ ছবি পাঠাবো,send_photo_whatsapp
খেমতে অ্যাপ ইনস্টল করে,download_app
মেসেন্জার,call_messenger
ফডুটা,send_photo_whatsapp
ওয়াইফাই চালু করো,turn_on_wifi
ফডু দিতাম চামু কাউকে,send_photo_whatsapp
ওয়াটসঅ্যাপে কাগজ দেওয়ার নিয়ম,send_file_whatsapp
সিম এ রিচার্জ দেবো বিকাশ থেকে,recharge_mobile_bkash
বিকাসে টাকা দেওয়ার নিয়ম কী,send_money_bkash
লম্বর বের করো,find_contact
কারো লম্বর খুঁজছি,find_contact
ফডু পাঠানো শেখাও,send_photo_whatsapp
নতুন অ্যাপ চাই কোথায় আছে,download_app
মোবাইল টেকা শেষ রিচার্জ দাও,recharge_mobile_bkash
বিকাশ দিয়ে রিচার্জ দেখাও,recharge_mobile_bkash
ওয়াটসঅ্যাপে ফোডো কোথায় যায়,send_photo_whatsapp
নতুন কনটাক যোগ করো,save_contact
